,Bus_Station_Name,Location,Postcode
8966,Treefern Lane/Skylark Bvd (Clyde North),"-38.082069, 145.371456",3807
8967,Yarrinup Ave/Power Ave (Chadstone),"-37.877642, 145.10379",3148
8968,Coolac St/Power Ave (Chadstone),"-37.879233, 145.105761",3148
8969,Nyrang St/Power Ave (Chadstone),"-37.881368, 145.106264",3148
8970,Coolac St/Power Ave (Chadstone),"-37.879341, 145.105724",3148
8971,Yarrinup Ave/Power Ave (Chadstone),"-37.87764, 145.103608",3148
8972,Black St/Embankment Gr (Chelsea),"-38.048796, 145.115712",3196
8973,Thompson Rd/Gladesville Bvd (Patterson Lakes),"-38.067099, 145.144583",3197
8974,Werribee Railway Station/Manly St (Werribee),"-37.898361, 144.661162",3030
8975,Tarneit Station (Tarneit),"-37.831359, 144.694376",3029
8976,Tarneit Station (Tarneit),"-37.831432, 144.694851",3029
8977,Morris Rd/Leakes Rd (Truganina),"-37.835894, 144.709676",3029
8978,Morris Rd/Leakes Rd (Truganina),"-37.836156, 144.707407",3029
8979,Blanchett Rd/Leakes Rd (Truganina),"-37.83622, 144.712075",3029
8980,80 Gladesville Bvd (Patterson Lakes),"-38.064987, 145.14385",3197
8981,Lumiere Bvd/Leakes Rd (Truganina),"-37.836521, 144.711816",3029
8982,Society Bvd/Leakes Rd (Truganina),"-37.836474, 144.714976",3029
8983,Lumiere Bvd/Leakes Rd (Truganina),"-37.836759, 144.714785",3029
8984,Alcock Rd/Leakes Rd (Truganina),"-37.836835, 144.720135",3029
8985,Clearwood Dr/Leakes Rd (Truganina),"-37.837126, 144.718853",3029
8986,Aphrodite Dr/Leakes St (Truganina),"-37.837292, 144.72462",3029
8987,Botanical Dr/Leakes Rd (Truganina),"-37.837683, 144.72529",3029
8988,Forsyth Rd/Leakes Rd (Truganina),"-37.837904, 144.732089",3029
8989,Forsyth Rd/Leakes Rd (Truganina),"-37.838146, 144.730605",3029
8990,Mavron Ave/Leakes Rd (Truganina),"-37.838131, 144.734957",3029
8991,Williams St/Kars St (Frankston),"-38.151354, 145.119489",3199
8992,Memorial Ave/High St (Epping),"-37.644276, 145.026358",3076
8993,Legana Ct/Gladesville Bvd (Patterson Lakes),"-38.062322, 145.14516",3197
8994,Mainview Bvd/Leakes Rd (Truganina),"-37.838386, 144.733677",3029
8995,Healesville Rd/Bolivar Esp (Truganina),"-37.839532, 144.739869",3029
8996,Leakes Rd/Bolivar Esp (Truganina),"-37.839097, 144.739723",3029
8997,Pymble Tce/Bolivar Esp (Truganina),"-37.841651, 144.739929",3029
8998,Monet Dr/Bolivar Esp (Truganina),"-37.84161, 144.739703",3029
8999,Bolivar Esplanade Park/Bolivar Esp (Truganina),"-37.844552, 144.740363",3029
9000,Elmhurst Rd/Bolivar Esp (Truganina),"-37.844377, 144.740175",3029
9001,Topiary St/Bolivar Esp (Truganina),"-37.847013, 144.740424",3029
9002,Topiary St/Bolivar Esp (Truganina),"-37.847136, 144.74025",3029
9003,Dover St/Bolivar Esp (Truganina),"-37.8507, 144.740039",3029
9004,The Parkway/Wells Rd (Patterson Lakes),"-38.053886, 145.144506",3197
9005,Dover St/Bolivar Esp (Truganina),"-37.8505, 144.739954",3029
9006,Custodian Way/Bolivar Esp (Truganina),"-37.852268, 144.739105",3029
9007,Custodian Way/Bolivar Esp (Truganina),"-37.852606, 144.738867",3029
9008,Tarneit Senior College/Leakes Rd (Tarneit),"-37.833059, 144.681359",3029
9009,Tarneit Senior College/Leakes Rd (Tarneit),"-37.833188, 144.681048",3029
9010,Monument Dr/Leakes Rd (Tarneit),"-37.832603, 144.677885",3029
9011,Penrose Prom/Leakes Rd (Tarneit),"-37.832646, 144.67685",3029
9012,Tarneit Rd/Leakes Rd (Tarneit),"-37.832003, 144.673519",3029
9013,Tarneit Rd/Leakes Rd (Tarneit),"-37.832285, 144.674078",3029
9014,Homewood Ent/Leakes Rd (Tarneit),"-37.831542, 144.669761",3029
9015,Fielding Dr/Wells Rd (Chelsea Heights),"-38.050443, 145.143306",3197
9016,Eagleridge Prom/Leakes Rd (Tarneit),"-37.8317, 144.669574",3029
9017,Family St/Leakes Rd (Tarneit),"-37.830928, 144.66469",3029
9018,Cottesloe Blvd Wetlands/Leakes Rd (Tarneit),"-37.831181, 144.665216",3029
9019,Yanga Ave/Leakes Rd (Tarneit),"-37.830232, 144.658271",3029
9020,Yanga Ave/Leakes Rd (Tarneit),"-37.830408, 144.658481",3029
9021,Davis Rd/Leakes Rd (Tarneit),"-37.829863, 144.654635",3029
9022,Leakes Rd/Davis Rd (Tarneit),"-37.830373, 144.654028",3029
9023,Ballantine St/Davis Rd (Tarneit),"-37.831698, 144.653566",3029
9024,Riverdale Village SC/Davis Rd (Tarneit),"-37.832833, 144.653587",3029
9025,Riverdale Village SC/Davis Rd (Tarneit),"-37.834434, 144.652968",3029
9026,Hummingbird Bvd/Davis Rd (Tarneit),"-37.835509, 144.653093",3029
9027,Lamington Dr/Davis Rd (Tarneit),"-37.837777, 144.65251",3029
9028,Isabella Way/Davis Rd (Tarneit),"-37.837861, 144.652666",3029
9029,Beckworth Bvd/Davis Rd (Tarneit),"-37.840856, 144.651889",3029
9030,Riley Tce/Davis Rd (Tarneit),"-37.840959, 144.652125",3029
9031,Sayers Rd/Davis Rd (Tarneit),"-37.844026, 144.651357",3029
9032,Sayers Rd/Davis Rd (Tarneit),"-37.844192, 144.651545",3029
9033,Southern Reserve/Police Rd (Mulgrave),"-37.935507, 145.176115",3170
9034,Clyde St/Victoria Rd (Thornbury),"-37.761321, 145.012762",3078
9035,Victoria Ave/Windsor Ave (Springvale),"-37.951366, 145.14776",3171
9036,Princess Ave/Windsor Ave (Springvale),"-37.950915, 145.144301",3171
9037,St James Ave/Regent Ave (Springvale),"-37.952933, 145.143112",3171
9038,Heather Gr/Regent Ave (Springvale),"-37.956051, 145.142555",3171
9039,Emerald Dr/Donald St (Springvale),"-37.957792, 145.14209",3171
9040,Heatherton Rd/Gavan Dr (Springvale),"-37.960668, 145.14105",3172
9041,816 Heatherton Rd (Springvale),"-37.961519, 145.144682",3172
9042,Bartley Pl/Spring Rd (Springvale South),"-37.962661, 145.145701",3172
9043,Springfield Rd/Spring Rd (Springvale South),"-37.963923, 145.144007",3172
9044,Spring Valley Reserve/Spring Rd (Springvale South),"-37.966667, 145.140284",3172
9045,Gooch St/Victoria Rd (Thornbury),"-37.759038, 145.01313",3071
9046,Eastern Sward Golf Course/Worsley Rd (Bangholme),"-38.064404, 145.182061",3175
9047,Fire Services College And Training Ground/Thompson Rd (Bangholme),"-38.069405, 145.174459",3175
9048,Eastern Sward Golf Course/Thompson Rd (Bangholme),"-38.068798, 145.169652",3175
9049,Patterson Lakes Tennis Club/Thompson Rd (Patterson Lakes),"-38.067267, 145.156411",3175
9050,Illawong Ret Village/Gladesville Bvd (Patterson Lakes),"-38.068634, 145.145399",3197
9051,Patterson Lakes PS/Gladesville Bvd (Patterson Lakes),"-38.070423, 145.145662",3197
9052,Acacia Cres/Gladesville Bvd (Patterson Lakes),"-38.074657, 145.14503",3197
9053,Clematis Ct/Gladesville Bvd (Patterson Lakes),"-38.076734, 145.144682",3197
9054,Gull Ct/Gladesville Bvd (Patterson Lakes),"-38.078804, 145.142828",3197
9055,Plover Ct/Gladesville Bvd (Patterson Lakes),"-38.078992, 145.140463",3197
9056,Victoria Rd/Mansfield St (Thornbury),"-37.757729, 145.014084",3071
9057,Seafarer Ct/Palm Beach Dr (Patterson Lakes),"-38.079048, 145.137156",3197
9058,Palm Beach Dr/Myola St (Patterson Lakes),"-38.07771, 145.135183",3197
9059,17 Myola St (Patterson Lakes),"-38.074229, 145.133926",3197
9060,Gowrie Station/Sages Rd (Glenroy),"-37.700475, 144.958619",3060
9061,Box Forest Rd/Sages Rd (Glenroy),"-37.703898, 144.959047",3060
9062,Fawkner Memorial Park/Box Forest Rd (Hadfield),"-37.70417, 144.956521",3060
9063,Fairleigh St/Box Forest Rd (Glenroy),"-37.70394, 144.954202",3060
9064,Box Forest Rd/East St (Hadfield),"-37.703972, 144.951332",3060
9065,Domain St/East St (Hadfield),"-37.706174, 144.950999",3060
9066,St James St/East St (Hadfield),"-37.707664, 144.950686",3060
9067,Wilmoth St/Mansfield St (Thornbury),"-37.758074, 145.017423",3071
9068,Stratford St/East St (Hadfield),"-37.70975, 144.950379",3046
9069,Battersea St/East St (Hadfield),"-37.711798, 144.949993",3044
9070,Tristan Ct/East St (Hadfield),"-37.713604, 144.949705",3044
9071,South St/Derby St (Hadfield),"-37.71555, 144.948653",3044
9072,Boundary Rd/Derby St (Pascoe Vale),"-37.717419, 144.948307",3044
9073,Collings Ct/Derby St (Pascoe Vale),"-37.719367, 144.94789",3044
9074,Pascoe Vale North Primary School/158 Derby St (Pascoe Vale),"-37.722082, 144.947486",3044
9075,Windsor St/Derby St (Pascoe Vale),"-37.724293, 144.947141",3044
9076,Essex St/Derby St (Pascoe Vale),"-37.727446, 144.946601",3044
9077,Attercliffe Ave/Derby St (Pascoe Vale),"-37.729487, 144.946317",3044
9078,Rathmines St/Mansfield St (Thornbury),"-37.758311, 145.019744",3071
9079,Gaffney St/Derby St (Pascoe Vale),"-37.731743, 144.945971",3044
9080,Kevin St/Derby St (Hadfield),"-37.734197, 144.94562",3044
9081,O'Hea St/Turner St (Pascoe Vale South),"-37.736021, 144.945808",3044
9082,Bell St/Turner St (Pascoe Vale South),"-37.738923, 144.945308",3044
9083,Bell St/Sussex St (Pascoe Vale South),"-37.739077, 144.948469",3044
9084,Autumn St/O'Hea St (Pascoe Vale South),"-37.735973, 144.94927",3058
9085,Jersey St/O'Hea St (Coburg),"-37.736241, 144.95227",3058
9086,A'Beckett St/O'Hea St (Coburg),"-37.736622, 144.956015",3058
9087,Higinbotham St/O'Hea St (Coburg),"-37.736808, 144.957894",3058
9088,Station St/Mansfield St (Thornbury),"-37.758528, 145.021361",3071
9089,May St/O'Hea St (Coburg),"-37.737113, 144.960961",3058
9090,O'Hea St/Main St (Coburg),"-37.738923, 144.962954",3058
9091,Coburg PS/Bell St (Coburg),"-37.74127, 144.967372",3058
9092,McDonald Reserve/Bell St (Coburg),"-37.742024, 144.974013",3058
9093,Pentridge Bvd/Bell St (Coburg),"-37.741687, 144.971185",3058
9094,Nicholson St/Bell St (Coburg),"-37.742378, 144.977816",3058
9095,Goff St/Elizabeth St (Coburg),"-37.739685, 144.981078",3058
9096,Meadow St/Elizabeth St (Coburg),"-37.738023, 144.981861",3058
9097,Elizabeth St/Murray Rd (Coburg),"-37.73595, 144.983426",3072
9098,Collins St/Station St (Thornbury),"-37.755977, 145.020782",3072
9099,George St/Murray Rd (Preston),"-37.736104, 144.985045",3072
9100,Charles St/Murray Rd (Preston),"-37.736255, 144.988082",3072
9101,Gilbert Rd/Murray Rd (Preston),"-37.73664, 144.991147",3072
9102,Fitzroy St/Murray Rd (Preston),"-37.736812, 144.992765",3072
9103,Fettling St/Murray Rd (Preston),"-37.736951, 144.994554",3072
9104,Reidford Ave/Murray Rd (Preston),"-37.737212, 144.997191",3072
9105,Preston Station/Murray Rd (Preston),"-37.737643, 145.001355",3072
9106,High St/Murray Rd (Preston),"-37.737968, 145.004592",3072
9107,Central Ave/Murray Rd (Preston),"-37.738296, 145.007466",3072
9108,Station St/Dundas St (Thornbury),"-37.754423, 145.020018",3072
9109,Plenty Rd/Murray Rd (Preston),"-37.738698, 145.011007",3072
9110,Hill Gr/Murray Rd (Preston),"-37.73909, 145.014458",3072
9111,Dean St/Murray Rd (Preston),"-37.739399, 145.017264",3072
9112,Gordon Gr/Murray Rd (Preston),"-37.739645, 145.019561",3072
9113,Kathleen St/Murray Rd (Preston),"-37.739941, 145.022197",3072
9114,Dahmen St/McLeod Rd (Carrum),"-38.07226, 145.133646",3197
9115,True Ave/McLeod Rd (Carrum),"-38.073577, 145.130295",3197
9116,Tennyson St/McLeod Rd (Carrum),"-38.074797, 145.127118",3197
9117,Walkers Rd/Poulson St (Carrum),"-38.077023, 145.127129",3197
9118,Adams St/Dundas St (Preston),"-37.754246, 145.018593",3072
9119,Navarre Ct/Taggerty Cres (Meadow Heights),"-37.656895, 144.924628",3048
9120,Galvin Ct/Redesdale St (Meadow Heights),"-37.653546, 144.924846",3048
9121,Kennedy Pde/Roxburgh Park Dr (Meadow Heights),"-37.621879, 144.92439",3064
9122,Broadmeadows Valley Park/Shankland Bvd (Meadow Heights),"-37.649044, 144.917355",3048
9123,Middleborough Rd/Katrina St (Blackburn North),"-37.803241, 145.142324",3130
9124,Bundoora Square SC/Plenty Rd (Bundoora),"-37.69583, 145.059753",3083
9125,Plenty Rd/Grimshaw St (Bundoora),"-37.700022, 145.059304",3083
9126,Oxford Dr/Grimshaw St (Bundoora),"-37.700417, 145.063592",3083
9127,Balaka Pl/Grimshaw St (Bundoora),"-37.70073, 145.066703",3083
9128,Glenara Ct/Grimshaw St (Bundoora),"-37.701034, 145.069882",3083
9129,Andrew Pl/Grimshaw St (Bundoora),"-37.701279, 145.072179",3083
9130,Rushall Station/Rushall Cres (Fitzroy North),"-37.783517, 144.990991",3068
9131,Pommel Cres/Findon Rd (Epping),"-37.643473, 145.058861",3752
9132,Gleeson Dr/Grimshaw St (Bundoora),"-37.701648, 145.076003",3083
9133,Loyola College/Grimshaw St (Bundoora),"-37.701916, 145.07865",3087
9134,Macorna St/Grimshaw St (Watsonia North),"-37.702378, 145.083198",3087
9135,Frye St/Grimshaw St (Watsonia North),"-37.702739, 145.086557",3087
9136,St Mary's Parish PS/Grimshaw St (Greensborough),"-37.703249, 145.091365",3088
9137,Jessop St/Grimshaw St (Greensborough),"-37.703954, 145.097585",3088
9138,Phar Lap Pl/Dalray Cres (Kurunjang),"-37.656705, 144.600282",3337
9139,Greensborough Station/Para Rd (Greensborough),"-37.703337, 145.106868",3088
9140,Greensborough Plaza/Main St (Greensborough),"-37.703981, 145.10321",3088
9141,Grimshaw St/Frye St (Watsonia North),"-37.702201, 145.088374",3087
9142,Meadow Glenn Dr/Findon Rd (Epping),"-37.640737, 145.055249",3752
9143,Meakin St/Sellars St (Watsonia North),"-37.699953, 145.089805",3087
9144,Bawden Cl/Sellars St (Watsonia North),"-37.695666, 145.09055",3087
9145,Gerrard St/Gillingham St (Watsonia North),"-37.693387, 145.090608",3087
9146,Balfour Cl/Gillingham St (Watsonia North),"-37.692697, 145.08922",3087
9147,Macorna St/Gillingham St (Watsonia North),"-37.692337, 145.08645",3087
9148,Byrne Cres/Macorna St (Watsonia North),"-37.693659, 145.085713",3087
9149,Cameron Pde/Macorna St (Watsonia North),"-37.697919, 145.085002",3087
9150,Elwers St/Macorna St (Watsonia North),"-37.700255, 145.084557",3087
9151,Meakin St/Macorna St (Watsonia North),"-37.701442, 145.084413",3087
9152,McKellar St/Watsonia Rd (Watsonia),"-37.704048, 145.083903",3087
9153,Glendale Park/Findon Rd (Epping),"-37.639561, 145.051166",3752
9154,Weatherlake St/Watsonia Rd (Watsonia),"-37.705702, 145.083702",3087
9155,Tennyson St/Watsonia Rd (Watsonia),"-37.708021, 145.083279",3087
9156,Watsonia Station/Morwell Ave (Watsonia),"-37.710104, 145.082273",3087
9157,Eden Ave/Greenwood Dr (Watsonia),"-37.708664, 145.079088",3087
9158,Ladd St/Greenwood Dr (Watsonia),"-37.708425, 145.077098",3087
9159,Gresswell Forest Reserve/Greenwood Dr (Bundoora),"-37.70817, 145.074768",3087
9160,Lea Cres/Greenwood Dr (Bundoora),"-37.707884, 145.072155",3087
9161,Julian Ct/Greenwood Dr (Bundoora),"-37.70692, 145.069378",3083
9162,Thornton Ave/Greenwood Dr (Bundoora),"-37.705931, 145.066228",3083
9163,Maple Gr/Greenwood Dr (Bundoora),"-37.705581, 145.06415",3083
9164,Trafford Way/Findon Rd (Epping),"-37.638857, 145.039693",3076
9165,Noorong Ave/Greenwood Dr (Bundoora),"-37.705231, 145.062605",3083
9166,Norwood Ct/Greenwood Dr (Bundoora),"-37.705343, 145.059539",3083
9167,Athol Ave/Greenwood Dr (Bundoora),"-37.706277, 145.0577",3083
9168,Moreton Cres/Greenwood Dr (Bundoora),"-37.708115, 145.054918",3086
9169,Plenty Rd/Greenwood Dr (Bundoora),"-37.708192, 145.053022",3086
9170,Greenwood Dr/Plenty Rd (Bundoora),"-37.708012, 145.051938",3086
9171,Grange Bvd/Plenty Rd (Bundoora),"-37.709924, 145.049891",3086
9172,Copernicus Cres/Plenty Rd (Bundoora),"-37.712169, 145.047212",3086
9173,La Trobe University Medical Centre/Plenty Rd (Bundoora),"-37.715667, 145.044023",3086
9174,Plenty Rd/Dunne St (Kingsbury),"-37.716666, 145.042329",3086
9175,Gloucester Way/Findon Rd (Epping),"-37.638439, 145.035148",3076
9176,Ellerslie St/Dunne St (Kingsbury),"-37.715184, 145.039929",3086
9177,Maryborough Ave/Dunne St (Kingsbury),"-37.713849, 145.037139",3086
9178,Driver St/Dunne St (Kingsbury),"-37.713465, 145.033576",3086
9179,Wedge St/Dunne St (Kingsbury),"-37.713267, 145.031982",3086
9180,Stymie St/Dunne St (Kingsbury),"-37.713316, 145.028986",3086
9181,Arch Gibson Reserve/Dunne St (Kingsbury),"-37.71489, 145.022863",3073
9182,Arch Gibson Reserve/Boldrewood Pde (Reservoir),"-37.71575, 145.022035",3073
9183,Mulgrave St/Winter Cres (Reservoir),"-37.716303, 145.023302",3073
9184,Arcadia Ave/Winter Cres (Reservoir),"-37.716512, 145.024964",3073
9185,Kyneton Ave/Winter Cres (Reservoir),"-37.717798, 145.026473",3073
9186,Barnard Ct/Findon Rd (Epping),"-37.638232, 145.032479",3076
9187,Winter Cres/Keilor Ave (Reservoir),"-37.71903, 145.027337",3073
9188,Charlton Cres/Keilor Ave (Reservoir),"-37.719533, 145.026211",3073
9189,Kerang Ave/Charlton Cres (Reservoir),"-37.720584, 145.025423",3073
9190,Gisborne Cres/North Rd (Reservoir),"-37.721424, 145.024459",3073
9191,Boldrewood Pde/North Rd (Reservoir),"-37.722195, 145.022658",3073
9192,Leafy View Esp/Claret Ash Bvd (Melton West),"-37.667135, 144.547494",3337
9193,Arnolds Creek PS/Claret Ash Bvd (Melton West),"-37.666301, 144.5442",3337
9194,Lloyd Ave/Princes Hwy (Narre Warren),"-38.027269, 145.312151",3806
9195,Stewart Ave/Princes Hwy (Narre Warren),"-38.026966, 145.309264",3805
9196,Boonah St/Springvale Rd (Springvale),"-37.956109, 145.151409",3171
9197,Webb St/Princes Hwy (Narre Warren),"-38.024834, 145.304471",3805
9198,Casey Aquatic & Recreation Centre/Princes Hwy (Narre Warren),"-38.0213, 145.299437",3805
9199,Fountain Gate Tennis Club/Princes Hwy (Narre Warren),"-38.017337, 145.294004",3805
9200,Tinks Rd/Princes Hwy (Narre Warren),"-38.013977, 145.289127",3803
9201,North Circular Rd/Broadmeadows Rd (Westmeadows),"-37.68094, 144.893729",3049
9202,Sorrento St/Johnstone St (Broadmeadows),"-37.681539, 144.9086",3047
9203,Fullwood Dr/Longstaff Way (Sunbury),"-37.567171, 144.69957",3429
9204,Hatfield Ct/Phillip Dr (Sunbury),"-37.565655, 144.698055",3429
9205,Sherbourne Rd/Para Rd (Greensborough),"-37.70951, 145.113007",3088
9206,Beaconsfield Rd/Sherbourne Rd (Briar Hill),"-37.710425, 145.117827",3088
9207,Hinrichsen Dr/Princes Hwy (Hallam),"-38.011633, 145.284124",3803
9208,Fauna Ave/Badger Creek Rd (Badger Creek),"-37.683555, 145.535333",3777
9209,Flora Ave/Badger Creek Rd (Badger Creek),"-37.686048, 145.541522",3777
9210,Hannover Rd/Don Rd (Badger Creek),"-37.673422, 145.539411",3777
9211,Maroondah Hwy/Wallace Pde (Healesville),"-37.647831, 145.542054",3777
9212,Stuart Cres/Springvale Rd (Nunawading),"-37.811349, 145.177289",3131
9213,West St/Springvale Rd (Nunawading),"-37.822288, 145.175464",3131
9214,Fitzgerald Rd/Princes Hwy (Hallam),"-38.009346, 145.27928",3803
9215,Heather Gr/Springvale Rd (Nunawading),"-37.82589, 145.174705",3131
9216,Munro Ave/Edithvale Rd (Edithvale),"-38.036584, 145.115091",3196
9217,Chelsea Railway Station/Station St (Chelsea),"-38.05194, 145.116213",3196
9218,Edithvale Station/Edithvale Rd (Edithvale),"-38.038135, 145.110072",3196
9219,Dromana Ave/Matthews Ave (Airport West),"-37.714259, 144.8908",3042
9220,Carrick Dr/Melrose Dr (Tullamarine),"-37.703788, 144.883305",3045
9221,International Dr/Mickleham Rd (Gladstone Park),"-37.687593, 144.882257",3043
9222,Princes Hwy/Belgrave-Hallam Rd (Hallam),"-38.004368, 145.273565",3803
9223,Bulleen Street Reserve/Tristania St (Doncaster),"-37.793676, 145.148957",3109
9224,Bulleen Street Reserve/Tristania St (Doncaster),"-37.793627, 145.148709",3109
9225,Johnstone St/Broadmeadows Road Devn (Westmeadows),"-37.680744, 144.900889",3049
9226,Mulguthrie Ct/Frawley Rd (Hallam),"-38.001603, 145.273026",3803
9227,Broadmeadows Station/Pascoe Vale Rd (Broadmeadows),"-37.682889, 144.919198",3047
9228,Perrins Creek Rd/Mt Dandenong Tourist Rd (Olinda),"-37.86382, 145.364006",3788
9229,Healesville PS/High St (Healesville),"-37.657191, 145.515707",3777
9230,Mountview Ave/Frawley Rd (Hallam),"-38.001064, 145.268848",3803
9231,Windsor St/Frawley Rd (Hallam),"-38.000789, 145.266713",3803
9232,Cornwall St/Frawley Rd (Hallam),"-38.000469, 145.263965",3803
9233,Hallam Senior Sec Col/Frawley Rd (Hallam),"-38.000162, 145.261455",3803
9234,Marshall Pl/Frawley Rd (Hallam),"-37.999616, 145.258085",3803
9235,Hallam Community Centre/Frawley Rd (Hallam),"-37.99757, 145.255025",3803
9236,Doveton Ave/Frawley Rd (Eumemmerring),"-37.99659, 145.251529",3177
9237,Gladstone Pde/Clarence St (Elsternwick),"-37.891983, 145.009015",3185
9238,Paperbark St/Frawley Rd (Doveton),"-37.995564, 145.244345",3177
9239,Oak Ave/Paperbark St (Doveton),"-37.995347, 145.241879",3177
9240,Springvale Central/Windsor Ave (Springvale),"-37.951917, 145.151844",3171
9241,Power Rd/Paperbark St (Doveton),"-37.995256, 145.238863",3177
9242,Camellia Ct/Box St (Doveton),"-37.995107, 145.236123",3177
9243,Chestnut Rd/Box St (Doveton),"-37.99558, 145.234004",3177
9244,Grevillea St/Box St (Doveton),"-37.996208, 145.231438",3177
9245,Claredale Rd/Box St (Doveton),"-37.996503, 145.22888",3177
